File Title: ,C:\Users\slank\Desktop\LOG01.LOG
File Name: ,C:\Users\slank\Desktop\LOG01.LOG
Start Time:,9/28/2017 3:56:30 PM
End Time:,10/15/2017 4:54:53 PM
Interval:,15
Records:,54663
Cyclic Flags:,2
Error Flags:,8208

Date/Time,Velocity (ft/s),Error #
9/30/2017 2:25:59 AM,-6.46367952993014E-03,0
9/30/2017 2:26:14 AM,-5.43130942099657E-03,0
9/30/2017 2:26:30 AM,-5.20594850717897E-03,0
9/30/2017 2:26:44 AM,-5.32356058492659E-03,0
9/30/2017 2:26:59 AM,-4.93981866968823E-03,0
9/30/2017 2:27:14 AM,-5.49778801380836E-03,0
9/30/2017 2:27:30 AM,-6.09674872465696E-03,0
9/30/2017 2:27:44 AM,-5.76969348435525E-03,0
9/30/2017 2:27:59 AM,-5.88184391210823E-03,0
9/30/2017 2:28:15 AM,-5.6463136834022E-03,0
9/30/2017 2:28:30 AM,-5.17946530859483E-03,0
9/30/2017 2:28:44 AM,-4.98935023493092E-03,0
9/30/2017 2:28:59 AM,-5.34997976211895E-03,0
9/30/2017 2:29:15 AM,-5.22149622687624E-03,0
9/30/2017 2:29:30 AM,-5.04109337759731E-03,0
9/30/2017 2:29:44 AM,-4.47606238937794E-03,0
9/30/2017 2:30:00 AM,-4.0104121111674E-03,0
9/30/2017 2:30:14 AM,-4.48303892623333E-03,0
9/30/2017 2:30:29 AM,-4.46132996227492E-03,0
9/30/2017 2:30:44 AM,-3.86818975841465E-03,0
9/30/2017 2:31:00 AM,-3.71023196012635E-03,0
9/30/2017 2:31:14 AM,-4.35979211737018E-03,0
9/30/2017 2:31:29 AM,-5.22745119472567E-03,0
9/30/2017 2:31:44 AM,-4.90407620121301E-03,0
9/30/2017 2:31:59 AM,-4.94810310766068E-03,0
9/30/2017 2:32:14 AM,-5.19825017891593E-03,0
9/30/2017 2:32:29 AM,-5.34556537535283E-03,0
9/30/2017 2:32:44 AM,-5.46811902718069E-03,0
9/30/2017 2:32:59 AM,-4.70447253513851E-03,0
9/30/2017 2:33:14 AM,-4.53549209751827E-03,0
9/30/2017 2:33:29 AM,-4.22481278255508E-03,0
9/30/2017 2:33:44 AM,-4.31162880851501E-03,0
9/30/2017 2:34:01 AM,-4.23806140977086E-03,0
9/30/2017 2:34:14 AM,-4.08633631876268E-03,0
9/30/2017 2:34:29 AM,-4.66895297609415E-03,0
9/30/2017 2:34:44 AM,-4.82716057353342E-03,0
9/30/2017 2:34:59 AM,-4.4409283913148E-03,0
9/30/2017 2:35:14 AM,-4.4652650939045E-03,0
9/30/2017 2:35:29 AM,-4.45469667864462E-03,0
9/30/2017 2:35:46 AM,-4.79397891165601E-03,0
9/30/2017 2:35:59 AM,-4.85303933922247E-03,0
9/30/2017 2:36:14 AM,-4.68294978919782E-03,0
9/30/2017 2:36:29 AM,-4.81930751906705E-03,0
9/30/2017 2:36:44 AM,-5.36765569558229E-03,0
9/30/2017 2:36:59 AM,-5.90750957448516E-03,0
9/30/2017 2:37:14 AM,-6.32806232107136E-03,0
9/30/2017 2:37:29 AM,-6.25806128497227E-03,0
9/30/2017 2:37:44 AM,-6.1282979651634E-03,0
9/30/2017 2:37:59 AM,-6.26954650735891E-03,0
9/30/2017 2:38:14 AM,-5.80528135952665E-03,0
9/30/2017 2:38:29 AM,-5.73234019416789E-03,0
9/30/2017 2:38:46 AM,-5.01634951949063E-03,0
9/30/2017 2:39:00 AM,-5.99010721176069E-03,0
9/30/2017 2:39:14 AM,-5.93269268185053E-03,0
9/30/2017 2:39:29 AM,-6.24941570344955E-03,0
9/30/2017 2:39:44 AM,-6.57604135428637E-03,0
9/30/2017 2:39:59 AM,-6.00247522788618E-03,0
9/30/2017 2:40:14 AM,-0.005743346254704,0
9/30/2017 2:40:30 AM,-6.80935118783756E-03,0
9/30/2017 2:40:44 AM,-7.19079309816557E-03,0
9/30/2017 2:40:59 AM,-7.56472895452682E-03,0
9/30/2017 2:41:14 AM,-6.84665424913515E-03,0
9/30/2017 2:41:29 AM,-6.97532388876964E-03,0
9/30/2017 2:41:44 AM,-6.58336958521551E-03,0
9/30/2017 2:42:00 AM,-6.24256761236422E-03,0
9/30/2017 2:42:15 AM,-5.84891785296011E-03,0
9/30/2017 2:42:29 AM,-5.26688328148623E-03,0
9/30/2017 2:42:44 AM,-5.68905081659728E-03,0
9/30/2017 2:42:59 AM,-6.26062825968221E-03,0
9/30/2017 2:43:14 AM,-6.1930182359125E-03,0
9/30/2017 2:43:29 AM,-4.69370088157006E-03,0
9/30/2017 2:43:44 AM,-4.68111446221359E-03,0
9/30/2017 2:43:59 AM,-5.0923234455189E-03,0
9/30/2017 2:44:14 AM,-4.85980609576853E-03,0
9/30/2017 2:44:29 AM,-4.96650679877643E-03,0
9/30/2017 2:44:44 AM,-4.68217200378521E-03,0
9/30/2017 2:44:59 AM,-5.06554047277183E-03,0
9/30/2017 2:45:15 AM,-4.20921452296236E-03,0
9/30/2017 2:45:30 AM,-3.08261377484237E-03,0
9/30/2017 2:45:44 AM,-3.27922263084517E-03,0
9/30/2017 2:45:59 AM,-2.60523290062348E-03,0
9/30/2017 2:46:14 AM,-2.6915526474576E-03,0
9/30/2017 2:46:29 AM,-2.44245943098361E-03,0
9/30/2017 2:46:44 AM,-2.60416223522932E-03,0
9/30/2017 2:47:00 AM,-3.17568483549961E-03,0
9/30/2017 2:47:14 AM,-4.39547678352007E-03,0
9/30/2017 2:47:29 AM,-4.21397876882686E-03,0
9/30/2017 2:47:44 AM,-4.29541023560162E-03,0
9/30/2017 2:48:00 AM,-5.16012088089546E-03,0
9/30/2017 2:48:14 AM,-5.61819021421914E-03,0
9/30/2017 2:48:29 AM,-6.97932659571175E-03,0
9/30/2017 2:48:44 AM,-7.35576528266771E-03,0
9/30/2017 2:48:59 AM,-7.93550711005044E-03,0
9/30/2017 2:49:14 AM,-8.28568612180626E-03,0
9/30/2017 2:49:29 AM,-8.59221269365774E-03,0
9/30/2017 2:49:44 AM,-9.02852058564649E-03,0
9/30/2017 2:50:01 AM,-8.59376655318688E-03,0
9/30/2017 2:50:14 AM,-8.26089803765671E-03,0
9/30/2017 2:50:29 AM,-7.6282412936155E-03,0
9/30/2017 2:50:44 AM,-7.83381872200552E-03,0
9/30/2017 2:50:59 AM,-7.38104538839205E-03,0
9/30/2017 2:51:14 AM,-8.26550756586195E-03,0
9/30/2017 2:51:29 AM,-8.93614710101043E-03,0
9/30/2017 2:51:45 AM,-8.84638655088621E-03,0
9/30/2017 2:51:59 AM,-8.99495265138378E-03,0
9/30/2017 2:52:14 AM,-8.78949408914281E-03,0
9/30/2017 2:52:29 AM,-8.97041774149233E-03,0
9/30/2017 2:52:44 AM,-8.78536333791012E-03,0
9/30/2017 2:52:59 AM,-9.02841527835944E-03,0
9/30/2017 2:53:14 AM,-9.2603839494365E-03,0
9/30/2017 2:53:30 AM,-8.54214792513974E-03,0
9/30/2017 2:53:44 AM,-9.4277366692411E-03,0
9/30/2017 2:53:59 AM,-9.23638619460888E-03,0
9/30/2017 2:54:14 AM,-9.94000784161882E-03,0
9/30/2017 2:54:29 AM,-1.00733999306767E-02,0
9/30/2017 2:54:44 AM,-9.36025069497543E-03,0
9/30/2017 2:54:59 AM,-9.7904905392202E-03,0
9/30/2017 2:55:14 AM,-1.01302100325861E-02,0
9/30/2017 2:55:29 AM,-9.75515156355941E-03,0
9/30/2017 2:55:44 AM,-9.25989634668897E-03,0
9/30/2017 2:55:59 AM,-9.44388965900921E-03,0
9/30/2017 2:56:14 AM,-9.33477702158171E-03,0
9/30/2017 2:56:31 AM,-9.15739725000349E-03,0
9/30/2017 2:56:44 AM,-8.80844089875496E-03,0
9/30/2017 2:56:59 AM,-9.0945395076823E-03,0
9/30/2017 2:57:14 AM,-9.18767262475369E-03,0
9/30/2017 2:57:29 AM,-8.9561597760873E-03,0
9/30/2017 2:57:44 AM,-8.51599918389973E-03,0
9/30/2017 2:57:59 AM,-8.02150628761292E-03,0
9/30/2017 2:58:15 AM,-7.56938513241525E-03,0
9/30/2017 2:58:29 AM,-6.98952140584559E-03,0
9/30/2017 2:58:44 AM,-7.34347263448448E-03,0
9/30/2017 2:58:59 AM,-7.98716996386621E-03,0
9/30/2017 2:59:14 AM,-8.62168132709135E-03,0
9/30/2017 2:59:29 AM,-8.6286287551536E-03,0
9/30/2017 2:59:44 AM,-7.93669602831598E-03,0
9/30/2017 2:59:59 AM,-7.42157504326953E-03,0
9/30/2017 3:00:14 AM,-7.91282873844052E-03,0
9/30/2017 3:00:29 AM,-7.98080000267975E-03,0
9/30/2017 3:00:44 AM,-7.37963396407416E-03,0
9/30/2017 3:01:00 AM,-7.11271302460498E-03,0
9/30/2017 3:01:15 AM,-6.6761072188746E-03,0
9/30/2017 3:01:29 AM,-6.5776801595447E-03,0
9/30/2017 3:01:44 AM,-7.60837390788808E-03,0
9/30/2017 3:01:59 AM,-7.56666153529531E-03,0
9/30/2017 3:02:14 AM,-6.85416840044318E-03,0
9/30/2017 3:02:30 AM,-7.0999963324029E-03,0
9/30/2017 3:02:45 AM,-7.18440670806143E-03,0
9/30/2017 3:03:00 AM,-6.87613159317748E-03,0
9/30/2017 3:03:14 AM,-6.54462095712389E-03,0
9/30/2017 3:03:29 AM,-7.07392443591485E-03,0
9/30/2017 3:03:44 AM,-7.42210162788659E-03,0
9/30/2017 3:04:00 AM,-6.98805185726632E-03,0
9/30/2017 3:04:15 AM,-7.22940898230066E-03,0
9/30/2017 3:04:30 AM,-7.7176804011969E-03,0
9/30/2017 3:04:45 AM,-7.47704217971299E-03,0
9/30/2017 3:04:59 AM,-7.46120395236228E-03,0
9/30/2017 3:05:14 AM,-8.06282223807254E-03,0
9/30/2017 3:05:29 AM,-8.25358765244018E-03,0
9/30/2017 3:05:44 AM,-7.7953493787743E-03,0
9/30/2017 3:05:59 AM,-7.84581511997524E-03,0
9/30/2017 3:06:14 AM,-8.01232899683187E-03,0
9/30/2017 3:06:29 AM,-7.53074290917658E-03,0
9/30/2017 3:06:44 AM,-7.04155641571384E-03,0
9/30/2017 3:06:59 AM,-6.55785751223965E-03,0
9/30/2017 3:07:14 AM,-6.77647298021984E-03,0
9/30/2017 3:07:29 AM,-6.76977739080861E-03,0
9/30/2017 3:07:45 AM,-6.11120685929242E-03,0
9/30/2017 3:07:59 AM,-5.78074429418981E-03,0
9/30/2017 3:08:14 AM,-5.41551083203038E-03,0
9/30/2017 3:08:29 AM,-5.88946213740983E-03,0
9/30/2017 3:08:44 AM,-6.03518055486618E-03,0
9/30/2017 3:08:59 AM,-5.79422187891057E-03,0
9/30/2017 3:09:14 AM,-5.85258784867056E-03,0
9/30/2017 3:09:30 AM,-4.78992155589629E-03,0
9/30/2017 3:09:44 AM,-5.09214745611971E-03,0
9/30/2017 3:09:59 AM,-5.6967094219476E-03,0
9/30/2017 3:10:15 AM,-5.90969516510621E-03,0
9/30/2017 3:10:29 AM,-5.78308135005094E-03,0
9/30/2017 3:10:44 AM,-5.1787046454609E-03,0
9/30/2017 3:10:59 AM,-5.44512120359915E-03,0
9/30/2017 3:11:14 AM,-5.06632877680591E-03,0
9/30/2017 3:11:29 AM,-4.79659209774638E-03,0
9/30/2017 3:11:45 AM,-3.93355570758286E-03,0
9/30/2017 3:11:59 AM,-4.37212549502836E-03,0
9/30/2017 3:12:14 AM,-4.74504776114934E-03,0
9/30/2017 3:12:30 AM,-4.54252074169933E-03,0
9/30/2017 3:12:44 AM,-4.74377550516056E-03,0
9/30/2017 3:12:59 AM,-5.23824429407038E-03,0
9/30/2017 3:13:14 AM,-5.51107101242863E-03,0
9/30/2017 3:13:29 AM,-5.05911437769817E-03,0
9/30/2017 3:13:44 AM,-5.37091657143971E-03,0
9/30/2017 3:14:00 AM,-5.05614070532015E-03,0
9/30/2017 3:14:15 AM,-5.63428723427104E-03,0
9/30/2017 3:14:29 AM,-5.33190790204969E-03,0
9/30/2017 3:14:44 AM,-4.84366243951257E-03,0
9/30/2017 3:14:59 AM,-4.70356877729366E-03,0
9/30/2017 3:15:14 AM,-5.11537033906596E-03,0
9/30/2017 3:15:29 AM,-4.99195249231985E-03,0
9/30/2017 3:15:44 AM,-4.54625001596872E-03,0
9/30/2017 3:16:00 AM,-4.86804151871641E-03,0
9/30/2017 3:16:14 AM,-5.79193269199229E-03,0
9/30/2017 3:16:30 AM,-5.90491110554322E-03,0
9/30/2017 3:16:44 AM,-5.21371961728354E-03,0
9/30/2017 3:17:00 AM,-5.13791664742869E-03,0
9/30/2017 3:17:14 AM,-5.30313942484105E-03,0
9/30/2017 3:17:29 AM,-5.26385573663994E-03,0
9/30/2017 3:17:44 AM,-5.45770983628058E-03,0
9/30/2017 3:18:00 AM,-6.15896552821301E-03,0
9/30/2017 3:18:15 AM,-6.14014906654487E-03,0
9/30/2017 3:18:30 AM,-6.27065982157089E-03,0
9/30/2017 3:18:44 AM,-6.50652897221184E-03,0
9/30/2017 3:19:00 AM,-7.02599187733555E-03,0
9/30/2017 3:19:14 AM,-6.14756503358434E-03,0
9/30/2017 3:19:29 AM,-6.01561626183936E-03,0
9/30/2017 3:19:44 AM,-6.82619165666966E-03,0
9/30/2017 3:19:59 AM,-8.24716399152231E-03,0
9/30/2017 3:20:14 AM,-8.60996718263099E-03,0
9/30/2017 3:20:30 AM,-8.59337266649274E-03,0
9/30/2017 3:20:45 AM,-8.64256031969892E-03,0
9/30/2017 3:20:59 AM,-8.77735805677565E-03,0
9/30/2017 3:21:14 AM,-9.6592792372369E-03,0
9/30/2017 3:21:29 AM,-9.12165478013864E-03,0
9/30/2017 3:21:44 AM,-8.28275109563513E-03,0
9/30/2017 3:21:59 AM,-8.92728777476999E-03,0
9/30/2017 3:22:14 AM,-9.42995711369135E-03,0
9/30/2017 3:22:29 AM,-9.35749428694613E-03,0
9/30/2017 3:22:44 AM,-1.00436038221609E-02,0
9/30/2017 3:23:00 AM,-9.27246510959779E-03,0
9/30/2017 3:23:14 AM,-9.36136771418294E-03,0
9/30/2017 3:23:29 AM,-9.56587593818255E-03,0
9/30/2017 3:23:45 AM,-9.72514450307531E-03,0
9/30/2017 3:23:59 AM,-9.63742455752569E-03,0
9/30/2017 3:24:15 AM,-9.17352233327483E-03,0
9/30/2017 3:24:29 AM,-9.00426187354673E-03,0
9/30/2017 3:24:45 AM,-8.45307807093856E-03,0
9/30/2017 3:25:00 AM,-8.0992754820668E-03,0
9/30/2017 3:25:14 AM,-7.22984517554073E-03,0
9/30/2017 3:25:30 AM,-5.96766732384306E-03,0
9/30/2017 3:25:44 AM,-5.51005251141345E-03,0
9/30/2017 3:25:59 AM,-4.48005722186392E-03,0
9/30/2017 3:26:14 AM,-3.08174336335406E-03,0
9/30/2017 3:26:29 AM,-3.20241613687836E-03,0
9/30/2017 3:26:44 AM,-3.25174600113211E-03,0
9/30/2017 3:27:00 AM,-2.45145910467264E-03,0
9/30/2017 3:27:15 AM,-2.1260393951484E-03,0
9/30/2017 3:27:29 AM,-1.8789308810366E-03,0
9/30/2017 3:27:44 AM,-1.85695764775147E-03,0
9/30/2017 3:27:59 AM,-2.03962093797802E-03,0
9/30/2017 3:28:14 AM,-1.59585455543848E-03,0
9/30/2017 3:28:29 AM,-7.09726199079995E-04,0
9/30/2017 3:28:44 AM,2.48969592354075E-04,0
9/30/2017 3:29:00 AM,2.77938205746484E-04,0
9/30/2017 3:29:14 AM,3.79732398718249E-04,0
9/30/2017 3:29:29 AM,1.13788231339803E-03,0
9/30/2017 3:29:44 AM,1.51345488811465E-03,0
9/30/2017 3:29:59 AM,1.84854639747581E-03,0
9/30/2017 3:30:15 AM,9.01022790352702E-04,0
9/30/2017 3:30:29 AM,5.79822561949802E-04,0
9/30/2017 3:30:44 AM,-2.58310920170522E-04,0
9/30/2017 3:30:59 AM,-8.14468182831231E-04,0
9/30/2017 3:31:15 AM,-1.1737298616369E-03,0
9/30/2017 3:31:29 AM,-1.65374165929461E-03,0
9/30/2017 3:31:45 AM,-3.70515381438417E-03,0
9/30/2017 3:32:00 AM,-3.82359707486271E-03,0
9/30/2017 3:32:14 AM,-4.76039360890969E-03,0
9/30/2017 3:32:29 AM,-5.67062279565927E-03,0
9/30/2017 3:32:44 AM,-6.25757316663745E-03,0
9/30/2017 3:32:59 AM,-7.47742716623481E-03,0
9/30/2017 3:33:14 AM,-8.30336059458863E-03,0
9/30/2017 3:33:29 AM,-9.47063120574375E-03,0
9/30/2017 3:33:44 AM,-1.03668705192926E-02,0
9/30/2017 3:33:59 AM,-9.32906277532784E-03,0
9/30/2017 3:34:14 AM,-9.38393041327931E-03,0
9/30/2017 3:34:29 AM,-1.06625517846136E-02,0
9/30/2017 3:34:44 AM,-1.09557803347059E-02,0
9/30/2017 3:35:00 AM,-1.14045753835681E-02,0
9/30/2017 3:35:14 AM,-1.17233305199978E-02,0
9/30/2017 3:35:29 AM,-1.21716515332178E-02,0
9/30/2017 3:35:44 AM,-0.011334014838105,0
9/30/2017 3:35:59 AM,-1.16551626368362E-02,0
9/30/2017 3:36:14 AM,-1.16422451222998E-02,0
9/30/2017 3:36:29 AM,-1.10631362708446E-02,0
9/30/2017 3:36:46 AM,-1.15236505191978E-02,0
9/30/2017 3:36:59 AM,0.300277458652437,0
9/30/2017 3:37:14 AM,3.86332582493629,0
9/30/2017 3:37:29 AM,3.89786378561027,0
9/30/2017 3:37:44 AM,1.57710527466501,0
9/30/2017 3:37:59 AM,0.50359050135165,0
9/30/2017 3:38:14 AM,0.48977104404277,0
9/30/2017 3:38:30 AM,0.445336407177201,0
9/30/2017 3:38:44 AM,0.142372763329549,0
9/30/2017 3:38:59 AM,9.58207291304824E-02,0
9/30/2017 3:39:14 AM,6.73531769932009E-02,0
9/30/2017 3:39:29 AM,4.69307805132162E-02,0
9/30/2017 3:39:44 AM,3.35245841662702E-02,0
9/30/2017 3:39:59 AM,2.28938062698412E-02,0
9/30/2017 3:40:14 AM,1.54259619192996E-02,0
9/30/2017 3:40:29 AM,9.98171006669051E-03,0
9/30/2017 3:40:44 AM,5.40730936310378E-03,0
9/30/2017 3:40:59 AM,2.43249827616134E-03,0
9/30/2017 3:41:14 AM,5.10272989949236E-04,0
9/30/2017 3:41:30 AM,-2.38200183196546E-04,0
9/30/2017 3:41:44 AM,-1.15859447580954E-03,0
9/30/2017 3:41:59 AM,-2.45956150420534E-03,0
9/30/2017 3:42:14 AM,-2.56711442419165E-03,0
9/30/2017 3:42:30 AM,-3.37093624226638E-03,0
9/30/2017 3:42:44 AM,-3.17331136490725E-03,0
9/30/2017 3:42:59 AM,-4.3019588528058E-03,0
9/30/2017 3:43:15 AM,-4.9972863891368E-03,0
9/30/2017 3:43:29 AM,-5.09601333118855E-03,0
9/30/2017 3:43:44 AM,-5.0730550086885E-03,0
9/30/2017 3:43:59 AM,-5.12376071579773E-03,0
9/30/2017 3:44:14 AM,-5.54599485909519E-03,0
9/30/2017 3:44:29 AM,-5.84471927046126E-03,0
9/30/2017 3:44:44 AM,-6.26527414518149E-03,0
9/30/2017 3:45:00 AM,-6.18382158642778E-03,0
9/30/2017 3:45:14 AM,-6.20675673925755E-03,0
9/30/2017 3:45:29 AM,-5.86330320972899E-03,0
9/30/2017 3:45:44 AM,-5.86803498713255E-03,0
9/30/2017 3:45:59 AM,-5.13224130810516E-03,0
9/30/2017 3:46:15 AM,-5.75298843456998E-03,0
9/30/2017 3:46:29 AM,-5.55288688556737E-03,0
9/30/2017 3:46:44 AM,-0.005735000027019,0
9/30/2017 3:46:59 AM,-5.45501189965678E-03,0
9/30/2017 3:47:14 AM,-5.45946770924155E-03,0
9/30/2017 3:47:29 AM,-5.11776801113969E-03,0
9/30/2017 3:47:44 AM,-5.12503679186775E-03,0
9/30/2017 3:48:00 AM,-4.50531545724625E-03,0
9/30/2017 3:48:14 AM,-4.6932813194078E-03,0
9/30/2017 3:48:29 AM,-4.97756804249908E-03,0
9/30/2017 3:48:45 AM,-5.46409827846671E-03,0
9/30/2017 3:48:59 AM,-5.28213529777645E-03,0
9/30/2017 3:49:14 AM,-5.07401418167189E-03,0
9/30/2017 3:49:29 AM,-5.37306109457095E-03,0
9/30/2017 3:49:45 AM,-6.02861437181377E-03,0
9/30/2017 3:49:59 AM,-6.19309274843549E-03,0
9/30/2017 3:50:14 AM,-6.56950116592148E-03,0
9/30/2017 3:50:29 AM,-5.95812233416243E-03,0
9/30/2017 3:50:44 AM,-6.42327281589338E-03,0
9/30/2017 3:50:59 AM,-6.64726686289504E-03,0
9/30/2017 3:51:14 AM,-8.11985922244814E-03,0
9/30/2017 3:51:29 AM,-8.50737503946237E-03,0
9/30/2017 3:51:44 AM,-8.78969473797102E-03,0
9/30/2017 3:51:59 AM,-8.86508938500684E-03,0
9/30/2017 3:52:14 AM,-8.74670330009073E-03,0
9/30/2017 3:52:29 AM,-8.25766867336723E-03,0
9/30/2017 3:52:45 AM,-8.52833284648278E-03,0
9/30/2017 3:52:59 AM,-9.33387849752281E-03,0
9/30/2017 3:53:14 AM,-9.45341261081683E-03,0
9/30/2017 3:53:29 AM,-9.91397634931666E-03,0
9/30/2017 3:53:44 AM,-9.36194585217237E-03,0
9/30/2017 3:54:00 AM,-9.01270423475907E-03,0
9/30/2017 3:54:15 AM,-8.97710099598384E-03,0
9/30/2017 3:54:30 AM,-8.87902059604634E-03,0
9/30/2017 3:54:45 AM,-9.08783290167106E-03,0
9/30/2017 3:54:59 AM,-9.60049296782411E-03,0
9/30/2017 3:55:14 AM,-1.04830810803978E-02,0
9/30/2017 3:55:29 AM,-1.02777530624075E-02,0
9/30/2017 3:55:44 AM,-9.37150790474193E-03,0
9/30/2017 3:55:59 AM,-8.37120705638018E-03,0
9/30/2017 3:56:14 AM,-8.98078362811827E-03,0
9/30/2017 3:56:29 AM,-8.88491411289039E-03,0
9/30/2017 3:56:45 AM,-8.65499114244223E-03,0
9/30/2017 3:56:59 AM,-8.23020886990819E-03,0
9/30/2017 3:57:14 AM,-8.77948475004602E-03,0
9/30/2017 3:57:30 AM,-9.65227527808938E-03,0
9/30/2017 3:57:44 AM,-1.01169496299886E-02,0
9/30/2017 3:57:59 AM,-9.8035468248598E-03,0
9/30/2017 3:58:15 AM,-9.98873516935098E-03,0
9/30/2017 3:58:29 AM,-9.73993466682475E-03,0
9/30/2017 3:58:44 AM,-9.93649534434332E-03,0
9/30/2017 3:58:59 AM,-9.48967444619196E-03,0
9/30/2017 3:59:15 AM,-8.79063406283462E-03,0
9/30/2017 3:59:29 AM,-8.15569256297009E-03,0
9/30/2017 3:59:44 AM,-0.007695422436595,0
9/30/2017 3:59:59 AM,-7.68352735013279E-03,0
9/30/2017 4:00:15 AM,-7.9283493443389E-03,0
9/30/2017 4:00:30 AM,-8.78976109197101E-03,0
9/30/2017 4:00:44 AM,-8.93550935873245E-03,0
9/30/2017 4:01:00 AM,-9.74519824980578E-03,0
9/30/2017 4:01:14 AM,-1.01054536779494E-02,0
9/30/2017 4:01:29 AM,-1.05405056585167E-02,0
9/30/2017 4:01:45 AM,-1.02287823746537E-02,0
9/30/2017 4:01:59 AM,-9.55109277991227E-03,0
9/30/2017 4:02:14 AM,-9.74424767661698E-03,0
9/30/2017 4:02:29 AM,-0.010315659048046,0
9/30/2017 4:02:44 AM,-1.07437230849132E-02,0
9/30/2017 4:02:59 AM,-0.010415462537736,0
9/30/2017 4:03:15 AM,-9.73261796446023E-03,0
9/30/2017 4:03:29 AM,-9.50894330016869E-03,0
9/30/2017 4:03:44 AM,-1.03246263455188E-02,0
9/30/2017 4:04:00 AM,-0.011001877224543,0
9/30/2017 4:04:14 AM,-1.05399487979275E-02,0
9/30/2017 4:04:29 AM,-9.89191120861264E-03,0
9/30/2017 4:04:44 AM,-9.39092062213298E-03,0
9/30/2017 4:04:59 AM,-9.10191496545001E-03,0
9/30/2017 4:05:14 AM,-9.35238295348273E-03,0
9/30/2017 4:05:29 AM,-0.009350935341805,0
9/30/2017 4:05:45 AM,-9.2066293632243E-03,0
9/30/2017 4:05:59 AM,-8.96366883433602E-03,0
9/30/2017 4:06:14 AM,-8.63463742668392E-03,0
9/30/2017 4:06:30 AM,-8.82573192310618E-03,0
9/30/2017 4:06:44 AM,-9.03162601138249E-03,0
9/30/2017 4:06:59 AM,-8.84115178741423E-03,0
9/30/2017 4:07:15 AM,-8.99031314854049E-03,0
9/30/2017 4:07:29 AM,-8.67330191017465E-03,0
9/30/2017 4:07:45 AM,-7.87148592863716E-03,0
9/30/2017 4:07:59 AM,-7.82246268502903E-03,0
9/30/2017 4:08:14 AM,-7.90340804266786E-03,0
9/30/2017 4:08:29 AM,-7.74878943377644E-03,0
9/30/2017 4:08:45 AM,-7.1219309863915E-03,0
9/30/2017 4:08:59 AM,-6.81794731234534E-03,0
9/30/2017 4:09:14 AM,-6.26099714740396E-03,0
9/30/2017 4:09:29 AM,-6.2963090490415E-03,0
9/30/2017 4:09:44 AM,-7.16936647270237E-03,0
9/30/2017 4:09:59 AM,-7.70296968446429E-03,0
9/30/2017 4:10:14 AM,-0.008042648310105,0
9/30/2017 4:10:30 AM,-7.68480367704007E-03,0
9/30/2017 4:10:44 AM,-7.22543812305778E-03,0
9/30/2017 4:10:59 AM,-6.79889613475777E-03,0
9/30/2017 4:11:14 AM,-6.68618113367608E-03,0
9/30/2017 4:11:29 AM,-7.01364644909044E-03,0
9/30/2017 4:11:44 AM,-7.21304562616979E-03,0
9/30/2017 4:11:59 AM,-7.28645785415607E-03,0
9/30/2017 4:12:15 AM,-7.81301503003254E-03,0
9/30/2017 4:12:30 AM,-7.95964917652708E-03,0
9/30/2017 4:12:45 AM,-0.007925089702129,0
9/30/2017 4:13:00 AM,-7.54317013591395E-03,0
9/30/2017 4:13:14 AM,-7.4623951389235E-03,0
9/30/2017 4:13:30 AM,-7.4742882955352E-03,0
9/30/2017 4:13:44 AM,-7.84802833367869E-03,0
9/30/2017 4:13:59 AM,-7.48108612407465E-03,0
9/30/2017 4:14:14 AM,-7.12691601896536E-03,0
9/30/2017 4:14:29 AM,-7.38068528857032E-03,0
9/30/2017 4:14:44 AM,-7.08728585222001E-03,0
9/30/2017 4:15:00 AM,-5.86099110205101E-03,0
9/30/2017 4:15:15 AM,-5.71835632275555E-03,0
9/30/2017 4:15:29 AM,-6.02921014521702E-03,0
9/30/2017 4:15:44 AM,-6.99144316837105E-03,0
9/30/2017 4:15:59 AM,-7.10205156939633E-03,0
9/30/2017 4:16:14 AM,-7.31859787402026E-03,0
9/30/2017 4:16:29 AM,-7.8336917665623E-03,0
9/30/2017 4:16:44 AM,-7.7573039507525E-03,0
9/30/2017 4:17:01 AM,-7.80150634261402E-03,0
9/30/2017 4:17:14 AM,-7.94028331625122E-03,0
9/30/2017 4:17:30 AM,-8.43761760511457E-03,0
9/30/2017 4:17:45 AM,-8.47076028993094E-03,0
9/30/2017 4:17:59 AM,-7.73846335710424E-03,0
9/30/2017 4:18:14 AM,-7.26416713131181E-03,0
9/30/2017 4:18:29 AM,-6.64097178826405E-03,0
9/30/2017 4:18:44 AM,-6.6759375344051E-03,0
9/30/2017 4:18:59 AM,-0.007046398077208,0
9/30/2017 4:19:14 AM,-6.41058719318858E-03,0
9/30/2017 4:19:29 AM,-6.2203426257993E-03,0
9/30/2017 4:19:44 AM,-6.31135659677459E-03,0
9/30/2017 4:20:00 AM,-6.59833731410118E-03,0
9/30/2017 4:20:14 AM,-5.66945131700311E-03,0
9/30/2017 4:20:29 AM,-5.17947208586756E-03,0
9/30/2017 4:20:44 AM,-5.49402562361438E-03,0
9/30/2017 4:20:59 AM,-6.14914970458947E-03,0
9/30/2017 4:21:14 AM,-7.20660788331744E-03,0
9/30/2017 4:21:29 AM,-7.48378710168934E-03,0
9/30/2017 4:21:45 AM,-7.60138804783549E-03,0
